Name,Platform,Year,Genre,Publisher,Rank,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales
Rayman Raving Rabbids: TV Party,Wii,2008.0,Misc,Ubisoft,833,2.04,0.73,1.09,0.0,0.23
SOCOM: U.S. Navy SEALs: Combined Assault,PS2,2006.0,Shooter,Sony Computer Entertainment,834,2.04,1.74,0.02,0.0,0.28
Peter Jackson's King Kong: The Official Game of the Movie,PS2,2005.0,Action,Ubisoft,835,2.04,0.71,1.02,0.0,0.31
Donkey Kong Country,GBA,2003.0,Platform,Nintendo,836,2.04,1.2,0.48,0.29,0.07
Need for Speed: The Run,PS3,2011.0,Action,Electronic Arts,837,2.04,0.58,1.06,0.03,0.37
Madden NFL 15,PS4,2014.0,Sports,Electronic Arts,838,2.03,1.53,0.25,0.0,0.25
1080°: TenEighty Snowboarding,N64,1998.0,Sports,Nintendo,839,2.03,1.25,0.61,0.13,0.05
Just Dance 3,X360,2011.0,Misc,Ubisoft,840,2.03,1.47,0.4,0.0,0.16
NBA Live 2004,PS2,2003.0,Sports,Electronic Arts,841,2.03,1.57,0.18,0.0,0.27
Dead Space,PS3,2008.0,Action,Electronic Arts,842,2.02,1.05,0.67,0.0,0.3
Call of Duty 2,X360,2005.0,Shooter,Activision,843,2.02,1.81,0.05,0.01,0.15
Madden NFL 15,X360,2014.0,Sports,Electronic Arts,844,2.02,1.76,0.09,0.0,0.17
Forza Horizon,X360,2012.0,Racing,Microsoft Game Studios,845,2.02,0.82,0.98,0.04,0.18
TouchMaster,DS,2007.0,Puzzle,Midway Games,846,2.01,0.49,1.27,0.0,0.25
Tom Clancy's The Division,XOne,2016.0,Shooter,Ubisoft,847,2.01,1.2,0.62,0.0,0.18
LEGO Marvel Super Heroes,PS3,2013.0,Action,Warner Bros. Interactive Entertainment,848,2.0,0.77,0.85,0.01,0.37
Fire Emblem: Awakening,3DS,2012.0,Role-Playing,Nintendo,849,2.0,0.89,0.45,0.53,0.13
DriveClub,PS4,2014.0,Racing,Sony Computer Entertainment,850,2.0,0.35,1.31,0.02,0.33
Super Street Fighter II,SNES,1993.0,Fighting,Nintendo,851,2.0,0.52,0.16,1.29,0.03
Mortal Kombat vs. DC Universe,PS3,2008.0,Fighting,Midway Games,852,2.0,1.48,0.3,0.0,0.22
Tenchu: Stealth Assassins,PS,1997.0,Action,Activision,853,1.99,0.95,0.64,0.27,0.13
Tennis,GB,1989.0,Sports,Nintendo,854,1.99,0.75,0.3,0.9,0.04
Harry Potter and the Chamber of Secrets,GBA,2002.0,Action,Electronic Arts,855,1.99,1.21,0.64,0.05,0.09
Harry Potter and the Chamber of Secrets,PS,2002.0,Action,Electronic Arts,856,1.98,0.75,1.09,0.02,0.12
SimCity,SNES,1991.0,Simulation,Nintendo,857,1.98,0.93,0.27,0.75,0.04
Battlefield 4,XOne,2013.0,Shooter,Electronic Arts,858,1.98,1.25,0.58,0.0,0.16
Resident Evil 6,X360,2012.0,Shooter,Capcom,859,1.98,1.11,0.63,0.07,0.16
Dragon Age: Inquisition,PS4,2014.0,Role-Playing,Electronic Arts,860,1.97,0.72,0.86,0.08,0.32
Sonic Classic Collection,DS,2010.0,Platform,Sega,861,1.97,0.99,0.8,0.0,0.18
Spyro: Enter the Dragonfly,PS2,2002.0,Platform,Universal Interactive,862,1.97,0.74,0.95,0.0,0.28
Call of Duty: World at War,Wii,2008.0,Shooter,Activision,863,1.97,1.2,0.59,0.0,0.19
Devil May Cry 2,PS2,2003.0,Action,Capcom,864,1.97,0.71,0.58,0.51,0.17
Burnout Paradise,PS3,2008.0,Racing,Electronic Arts,865,1.97,1.01,0.64,0.02,0.3
E.T.: The Extra Terrestrial,2600,1981.0,Action,Atari,866,1.97,1.84,0.11,0.0,0.02
BioShock Infinite,X360,2013.0,Shooter,Take-Two Interactive,867,1.96,1.22,0.57,0.02,0.15
Hot Shots Golf: Open Tee,PSP,2004.0,Sports,Sony Computer Entertainment,868,1.96,0.5,0.5,0.63,0.33
Rad Racer,NES,1986.0,Racing,Nintendo,869,1.96,1.13,0.37,0.41,0.05
Soccer,NES,1985.0,Sports,Nintendo,870,1.96,0.18,0.23,1.53,0.02
Kirby Squeak Squad,DS,2006.0,Platform,Nintendo,871,1.96,0.79,0.03,1.05,0.08
Tom Clancy's Rainbow Six: Vegas,X360,2006.0,Shooter,Ubisoft,872,1.96,1.09,0.65,0.02,0.2
Destiny,X360,2014.0,Shooter,Activision,873,1.95,1.3,0.49,0.0,0.16
Crash Nitro Kart,PS2,2003.0,Racing,Vivendi Games,874,1.95,0.74,1.01,0.0,0.2
Grand Theft Auto: San Andreas,XB,2005.0,Action,Take-Two Interactive,875,1.95,1.26,0.61,0.0,0.09
Star Wars: Dark Forces,PC,1994.0,Shooter,LucasArts,876,1.95,1.09,0.77,0.0,0.09
NBA Street Vol. 2,PS2,2003.0,Sports,Electronic Arts,877,1.95,1.69,0.2,0.0,0.06
Def Jam Vendetta,PS2,2003.0,Fighting,Electronic Arts,878,1.94,0.95,0.74,0.0,0.25
FIFA Soccer 09,X360,2008.0,Sports,Electronic Arts,879,1.94,0.49,1.26,0.01,0.18
Who wants to be a millionaire,PC,1999.0,Misc,Disney Interactive Studios,880,1.94,1.94,0.0,0.0,0.0
Scooby Doo and the Cyber Chase,PS,2001.0,Adventure,THQ,881,1.94,0.59,1.23,0.0,0.13
Alleyway,GB,1989.0,Puzzle,Nintendo,882,1.94,0.96,0.38,0.55,0.05
Dragon Ball Z: Budokai 3,PS2,2004.0,Fighting,Atari,883,1.94,1.09,0.15,0.65,0.04
Jet Moto 2,PS,1997.0,Racing,Sony Computer Entertainment,884,1.94,1.41,0.42,0.03,0.07
Tom Clancy's Ghost Recon,PS2,2002.0,Shooter,Ubisoft,885,1.94,1.42,0.4,0.0,0.12
X-Men Legends,PS2,2004.0,Role-Playing,Activision,886,1.93,1.0,0.72,0.0,0.21
Batman: Arkham Origins,X360,2013.0,Action,Warner Bros. Interactive Entertainment,887,1.93,1.15,0.61,0.0,0.17
Guitar Hero: World Tour,PS3,2008.0,Misc,Activision,888,1.93,1.1,0.56,0.0,0.27
Mortal Kombat II,SNES,1993.0,Fighting,Acclaim Entertainment,889,1.93,1.48,0.39,0.0,0.06
Virtua Fighter 2,SAT,1995.0,Fighting,Sega,890,1.93,0.34,0.26,1.3,0.03
Tetris DX,GB,1998.0,Puzzle,Nintendo,891,1.93,1.06,0.6,0.2,0.07
Mortal Kombat vs. DC Universe,X360,2008.0,Fighting,Midway Games,892,1.93,1.53,0.24,0.0,0.16
Watch Dogs,PS3,2014.0,Action,Ubisoft,893,1.93,0.56,0.89,0.1,0.37
Mario Super Sluggers,Wii,2008.0,Sports,Nintendo,894,1.93,1.51,0.0,0.29,0.12
Tomb Raider (2013),X360,2013.0,Action,Square Enix,895,1.92,0.86,0.87,0.01,0.17
The Legend of Zelda: Oracle of Ages,GB,2001.0,Action,Nintendo,896,1.92,0.92,0.53,0.41,0.06
Need for Speed: Shift,X360,2009.0,Racing,Electronic Arts,897,1.92,0.73,0.97,0.01,0.22
Monopoly,Wii,2008.0,Misc,Electronic Arts,898,1.92,0.87,0.85,0.0,0.2
Red Faction,PS2,2001.0,Shooter,THQ,899,1.92,0.76,0.96,0.0,0.2
The Sims: Makin' Magic,PC,2003.0,Simulation,Electronic Arts,900,1.92,1.03,0.8,0.0,0.09
MX Unleashed,PS2,2004.0,Racing,THQ,901,1.92,0.94,0.73,0.0,0.25
PaRappa The Rapper,PS,1996.0,Misc,Sony Computer Entertainment,902,1.92,0.26,0.16,1.46,0.03
Toy Story Mania!,Wii,2009.0,Misc,Disney Interactive Studios,903,1.92,1.06,0.67,0.0,0.18
Mario Party 3,N64,2000.0,Misc,Nintendo,904,1.91,0.72,0.16,1.01,0.02
Star Wars: The Force Unleashed,Wii,2008.0,Action,LucasArts,905,1.91,1.14,0.57,0.0,0.19
Game Party 2,Wii,2008.0,Misc,Midway Games,906,1.91,1.3,0.44,0.0,0.17
Destiny: The Taken King,PS4,2015.0,Shooter,Activision,907,1.91,0.77,0.78,0.04,0.31
LEGO Star Wars III: The Clone Wars,Wii,2011.0,Action,LucasArts,908,1.91,1.08,0.66,0.0,0.17
Star Wars Rogue Leader: Rogue Squadron II,GC,2001.0,Simulation,LucasArts,909,1.9,1.03,0.75,0.03,0.09
Max Payne 3,PS3,2012.0,Shooter,Take-Two Interactive,910,1.9,0.59,0.92,0.06,0.32
Need for Speed Rivals,PS4,2013.0,Racing,Electronic Arts,911,1.89,0.73,0.91,0.03,0.22
Madden NFL 09,PS3,2008.0,Sports,Electronic Arts,912,1.89,1.56,0.15,0.0,0.18
Yokai Watch,3DS,2013.0,Role-Playing,Nintendo,913,1.89,0.21,0.3,1.33,0.04
Ratchet & Clank Future: A Crack in Time,PS3,2009.0,Platform,Sony Computer Entertainment,914,1.88,1.05,0.54,0.03,0.26
Yu-Gi-Oh! Forbidden Memories,PS,1999.0,Role-Playing,Konami Digital Entertainment,915,1.88,1.37,0.44,0.0,0.08
Mortal Kombat: Deception,PS2,2004.0,Fighting,Midway Games,916,1.88,0.92,0.72,0.0,0.24
Hot Shots Golf 2,PS,1999.0,Sports,Sony Computer Entertainment,917,1.88,0.25,0.12,1.48,0.03
Medal of Honor: European Assault (All Region sales),PS2,2005.0,Shooter,Electronic Arts,918,1.88,0.89,0.69,0.09,0.21
WCW Nitro,PS,1998.0,Fighting,THQ,919,1.88,1.42,0.36,0.03,0.07
High School Musical: Sing It!,PS2,2007.0,Misc,Disney Interactive Studios,920,1.87,0.47,0.08,0.0,1.33
Star Fox Adventures,GC,2002.0,Adventure,Nintendo,921,1.87,0.96,0.53,0.3,0.09
FIFA 2000,PS,1998.0,Sports,Electronic Arts,922,1.87,0.22,1.47,0.04,0.14
Dynasty Warriors 3,PS2,2001.0,Action,THQ,923,1.87,0.53,0.16,1.07,0.1
Donkey Kong Country Returns,3DS,2013.0,Platform,Nintendo,924,1.87,0.73,0.62,0.4,0.12
The Legend of Zelda: Oracle of Seasons,GB,2001.0,Adventure,Nintendo,925,1.86,0.87,0.52,0.41,0.06
Madden NFL 06,XB,2005.0,Sports,Electronic Arts,926,1.86,1.75,0.03,0.0,0.08
Shrek 2,PS2,2004.0,Platform,Activision,927,1.86,1.12,0.69,0.03,0.02
The Legend of Dragoon,PS,1999.0,Role-Playing,Sony Computer Entertainment,928,1.86,0.94,0.44,0.39,0.1
Turok 2: Seeds of Evil,N64,1997.0,Platform,Acclaim Entertainment,929,1.86,1.37,0.41,0.04,0.04
SingStar,PS2,2004.0,Misc,Sony Computer Entertainment,930,1.86,0.0,1.37,0.0,0.49
LittleBigPlanet 3,PS4,2014.0,Platform,Sony Computer Entertainment,931,1.86,0.64,0.92,0.01,0.29
NBA Live 2002,PS2,2001.0,Sports,Electronic Arts,932,1.86,0.91,0.71,0.0,0.24
Phineas and Ferb,DS,2009.0,Action,Disney Interactive Studios,933,1.86,1.34,0.37,0.0,0.15
Chrono Cross,PS,1999.0,Role-Playing,SquareSoft,934,1.86,0.62,0.42,0.69,0.12
GoldenEye 007 (2010),Wii,2010.0,Action,Activision,935,1.86,0.85,0.71,0.13,0.16
Mario Party: Island Tour,3DS,2013.0,Misc,Nintendo,936,1.85,0.61,0.59,0.55,0.11
Jak 3,PS2,2004.0,Platform,Sony Computer Entertainment,937,1.85,1.33,0.49,0.0,0.03
Rayman Raving Rabbids 2,Wii,2007.0,Misc,Ubisoft,938,1.85,0.83,0.82,0.0,0.2
Kingdom Hearts: Chain of Memories,GBA,2004.0,Role-Playing,Square Enix,939,1.85,1.26,0.18,0.35,0.06
Pinball,NES,1984.0,Action,Nintendo,940,1.85,0.8,0.19,0.83,0.03
inFAMOUS 2,PS3,2011.0,Action,Sony Computer Entertainment,941,1.85,1.05,0.49,0.08,0.23
Gran Turismo Concept 2001 Tokyo,PS2,2001.0,Racing,Unknown,942,1.84,0.0,1.1,0.42,0.33
Demon's Souls,PS3,2009.0,Role-Playing,Namco Bandai Games,943,1.84,0.97,0.34,0.35,0.18
NCAA Football 06,PS2,2005.0,Sports,Electronic Arts,944,1.84,1.53,0.05,0.0,0.25
"Hey You, Pikachu!",N64,1998.0,Simulation,Nintendo,945,1.83,0.83,0.06,0.93,0.0
2 Games in 1: Sonic Advance & ChuChu Rocket!,GBA,2005.0,Misc,THQ,946,1.83,1.31,0.49,0.0,0.03
World of Warcraft: Mists of Pandaria,PC,2012.0,Role-Playing,Activision,947,1.83,0.84,0.76,0.0,0.23
Jet Moto,PS,1996.0,Racing,Sony Computer Entertainment,948,1.83,1.33,0.4,0.03,0.07
Just Cause 3,PS4,2015.0,Action,Square Enix,949,1.83,0.46,1.02,0.07,0.28
Secret of Mana,SNES,1993.0,Role-Playing,SquareSoft,950,1.83,0.25,0.07,1.49,0.02
The Orange Box,X360,2007.0,Shooter,Electronic Arts,951,1.83,1.09,0.54,0.02,0.17
Air Combat,PS,1995.0,Simulation,Sony Computer Entertainment,952,1.83,0.92,0.33,0.52,0.05
Kirby: Triple Deluxe,3DS,2014.0,Platform,Nintendo,953,1.82,0.61,0.34,0.79,0.09
Sonic & Knuckles,GEN,1994.0,Platform,Sega,954,1.82,1.24,0.43,0.03,0.12
Namco Museum,PS2,2001.0,Misc,Namco Bandai Games,955,1.82,1.73,0.07,0.0,0.02
The Sims: Hot Date,PC,2001.0,Simulation,Electronic Arts,956,1.82,1.81,0.0,0.0,0.0
Metroid Prime 3: Corruption,Wii,2007.0,Shooter,Nintendo,957,1.82,0.91,0.74,0.07,0.09
Dragon Quest VI: Realms of Revelation,DS,2010.0,Role-Playing,Nintendo,958,1.81,0.22,0.21,1.35,0.03
The Evil Within,PS4,2014.0,Action,Bethesda Softworks,959,1.81,0.55,0.84,0.11,0.31
DDRMAX2: Dance Dance Revolution,PS2,2003.0,Simulation,Konami Digital Entertainment,960,1.81,1.05,0.59,0.0,0.18
Crazy Taxi,DC,2000.0,Racing,Sega,961,1.81,1.1,0.51,0.12,0.08
Virtua Fighter 4,PS2,2002.0,Fighting,Sega,962,1.81,0.78,0.44,0.56,0.04
Sly 2: Band of Thieves,PS2,2004.0,Platform,Sony Computer Entertainment,963,1.81,0.88,0.69,0.0,0.23
Guitar Hero: World Tour,PS2,2008.0,Misc,Activision,964,1.8,1.0,0.03,0.0,0.77
Sonic Advance 2,GBA,2002.0,Platform,Sega,965,1.8,0.93,0.59,0.21,0.07
Madden NFL 07,X360,2006.0,Sports,Electronic Arts,966,1.8,1.66,0.0,0.01,0.13
NBA 2K11,PS3,2010.0,Action,Take-Two Interactive,967,1.8,1.41,0.21,0.03,0.16
NFL GameDay 2000,PS,1999.0,Sports,989 Studios,968,1.8,1.0,0.68,0.0,0.12
Call of Duty: Black Ops 3,PS3,2015.0,Shooter,Activision,969,1.79,0.49,0.96,0.07,0.27
Disney's The Lion King,SNES,1994.0,Platform,Virgin Interactive,970,1.79,1.26,0.39,0.08,0.06
Beyond: Two Souls,PS3,2013.0,Adventure,Sony Computer Entertainment,971,1.79,0.52,0.88,0.06,0.34
Kinect Star Wars,X360,2012.0,Action,Microsoft Game Studios,972,1.78,1.05,0.57,0.03,0.14
Midnight Club II,PS2,2003.0,Racing,Take-Two Interactive,973,1.78,1.25,0.29,0.0,0.24
Dragon Quest Monsters: Joker,DS,2006.0,Role-Playing,Square Enix,974,1.78,0.23,0.03,1.49,0.03
SpongeBob SquarePants: SuperSponge,PS,2001.0,Action,THQ,975,1.78,1.12,0.58,0.0,0.08
The Getaway: Black Monday,PS2,2004.0,Action,Sony Computer Entertainment,976,1.78,0.39,1.01,0.02,0.36
Professor Layton and the Mask of Miracle,3DS,2011.0,Puzzle,Nintendo,977,1.78,0.32,0.95,0.36,0.14
Just Cause 2,PS3,2010.0,Action,Square Enix,978,1.78,0.45,0.94,0.06,0.33
Dragon's Dogma,PS3,2012.0,Role-Playing,Capcom,979,1.78,0.41,0.46,0.72,0.19
The Legend of Zelda: The Wind Waker,WiiU,2013.0,Action,Nintendo,980,1.77,0.93,0.57,0.14,0.13
50 Cent: Bulletproof,PS2,2005.0,Action,Vivendi Games,981,1.77,0.85,0.76,0.0,0.16
High School Musical: Sing It!,Wii,2007.0,Misc,Disney Interactive Studios,982,1.77,1.16,0.45,0.0,0.16
Wii Party U,WiiU,2013.0,Misc,Nintendo,983,1.77,0.31,0.54,0.84,0.08
Madden NFL 25,PS3,2013.0,Sports,Electronic Arts,984,1.77,1.59,0.03,0.0,0.15
Final Fantasy II,SNES,1991.0,Role-Playing,Square,985,1.77,0.24,0.09,1.33,0.12
Kirby 64: The Crystal Shards,N64,2000.0,Platform,Nintendo,986,1.77,0.63,0.06,1.03,0.04
Dead or Alive 3,XB,2001.0,Fighting,Microsoft Game Studios,987,1.77,1.19,0.29,0.24,0.06
UFC 2009 Undisputed,PS3,2009.0,Fighting,THQ,988,1.77,1.07,0.45,0.01,0.24
Metroid II: Return of Samus,GB,1991.0,Adventure,Nintendo,989,1.76,0.85,0.31,0.56,0.04
WWF Attitude,PS,1998.0,Fighting,Acclaim Entertainment,990,1.76,1.27,0.42,0.0,0.07
The SpongeBob SquarePants Movie,PS2,2004.0,Platform,THQ,991,1.76,1.06,0.54,0.0,0.16
Golden Sun,GBA,2001.0,Role-Playing,Nintendo,992,1.76,0.93,0.38,0.4,0.06
Sonic the Hedgehog 3,GEN,1994.0,Platform,Sega,993,1.76,1.02,0.47,0.2,0.07
Kid Icarus,NES,1986.0,Platform,Nintendo,994,1.76,0.53,0.12,1.09,0.02
Def Jam: Fight for NY,PS2,2004.0,Fighting,Electronic Arts,995,1.76,0.86,0.67,0.0,0.22
Tom Clancy's Ghost Recon,XB,2002.0,Shooter,Ubisoft,996,1.76,1.23,0.46,0.0,0.07
State of Emergency,PS2,2002.0,Action,Take-Two Interactive,997,1.76,0.86,0.67,0.0,0.22
BioShock Infinite,PS3,2013.0,Shooter,Take-Two Interactive,998,1.76,0.72,0.69,0.04,0.31
Hitman: Absolution,X360,2012.0,Action,Square Enix,999,1.76,0.68,0.9,0.01,0.17
2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,GBA,2007.0,Action,THQ,1000,1.76,1.26,0.47,0.0,0.03
Call of Duty: Black Ops 3,X360,2015.0,Shooter,Activision,1001,1.76,1.11,0.48,0.0,0.16
The Urbz: Sims in the City,PS2,2004.0,Simulation,Electronic Arts,1002,1.76,0.52,0.95,0.0,0.29
FIFA Soccer 08,PS3,2007.0,Sports,Electronic Arts,1003,1.76,0.35,1.07,0.02,0.32
Star Wars: Starfighter,PS2,2001.0,Simulation,Activision,1004,1.76,0.61,0.87,0.02,0.26
Madden NFL 2000,PS,1998.0,Sports,Electronic Arts,1005,1.75,1.68,0.04,0.0,0.04
Kingdom Hearts,PS3,2013.0,Role-Playing,Square Enix,1006,1.75,0.9,0.37,0.25,0.24
Star Wars: Battlefront,XB,2004.0,Shooter,Activision,1007,1.75,1.24,0.45,0.0,0.07
Pro Evolution Soccer,PS2,2001.0,Sports,Konami Digital Entertainment,1008,1.75,0.06,0.9,0.53,0.27
Crackdown,X360,2007.0,Shooter,Microsoft Game Studios,1009,1.75,1.0,0.54,0.03,0.18
Yoshi,NES,1991.0,Puzzle,Nintendo,1010,1.75,0.7,0.13,0.91,0.01
Disney's Aladdin,SNES,1993.0,Platform,Capcom,1011,1.75,0.94,0.34,0.21,0.27
Kirby's Adventure,NES,1993.0,Platform,Nintendo,1012,1.75,0.79,0.14,0.8,0.02
Cooking Mama 3: Shop & Chop,DS,2009.0,Simulation,505 Games,1013,1.75,0.83,0.66,0.08,0.18
Dance Dance Revolution X,PS2,2008.0,Simulation,Konami Digital Entertainment,1014,1.75,0.85,0.66,0.01,0.22
2 Games in 1: Disney Princess & The Lion King,GBA,2004.0,Misc,THQ,1015,1.75,1.25,0.46,0.0,0.03
Star Wars Episode I: The Phantom Menace,PS,1999.0,Adventure,LucasArts,1016,1.74,0.72,0.89,0.04,0.1
Xenosaga Episode I: Der Wille zur Macht,PS2,2002.0,Role-Playing,Namco Bandai Games,1017,1.74,0.63,0.49,0.45,0.17
Portal 2,PS3,2011.0,Shooter,Valve,1018,1.74,0.83,0.63,0.02,0.25
The Beatles: Rock Band,Wii,2009.0,Misc,MTV Games,1019,1.74,1.19,0.4,0.0,0.16
Forza Motorsport 6,XOne,2015.0,Racing,Microsoft Game Studios,1020,1.74,0.69,0.89,0.03,0.14
Sonic Colors,Wii,2010.0,Platform,Sega,1021,1.74,0.96,0.61,0.01,0.16
Cruis'n USA,N64,1996.0,Racing,Nintendo,1022,1.74,1.69,0.04,0.0,0.01
Madden NFL 99,PS,1998.0,Sports,Electronic Arts,1023,1.74,1.66,0.04,0.0,0.04
Diablo III,PS4,2014.0,Role-Playing,Activision,1024,1.74,0.49,0.88,0.06,0.3
Uncharted: Golden Abyss,PSV,2011.0,Shooter,Sony Computer Entertainment,1025,1.74,0.59,0.75,0.13,0.27
Destiny,PS3,2014.0,Shooter,Activision,1026,1.73,0.67,0.66,0.12,0.27
SSX Tricky,PS2,2001.0,Sports,Electronic Arts,1027,1.73,0.85,0.66,0.0,0.22
Overwatch,PS4,2016.0,Shooter,Activision,1028,1.73,0.64,0.68,0.14,0.26
Twisted Metal III,PS,1998.0,Action,989 Studios,1029,1.73,1.48,0.2,0.0,0.05
Harry Potter and the Sorcerer's Stone,GB,2001.0,Action,Electronic Arts,1030,1.73,0.94,0.62,0.1,0.07
Disney Infinity,Wii,2013.0,Action,Disney Interactive Studios,1031,1.73,1.15,0.44,0.0,0.14
Crash Bandicoot: The Huge Adventure,GBA,2002.0,Platform,Universal Interactive,1032,1.73,0.95,0.7,0.0,0.08
Dishonored,X360,2012.0,Action,Bethesda Softworks,1033,1.73,1.06,0.52,0.01,0.14
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,PS2,2003.0,Action,Take-Two Interactive,1034,1.72,0.85,0.66,0.0,0.22
The Order: 1886,PS4,2015.0,Shooter,Sony Computer Entertainment,1035,1.72,0.61,0.78,0.06,0.27
The Elder Scrolls Online,PS4,2015.0,Role-Playing,Bethesda Softworks,1036,1.72,0.66,0.78,0.0,0.28
Call of Duty: World at War Final Fronts,PS2,2008.0,Shooter,Activision,1037,1.72,0.61,0.18,0.0,0.94
Imagine: Teacher,DS,2008.0,Simulation,Ubisoft,1038,1.72,0.7,0.83,0.0,0.19
Call of Duty: Modern Warfare 3,PC,2011.0,Shooter,Activision,1039,1.72,0.41,0.98,0.0,0.33
Madden NFL 2005,XB,2004.0,Sports,Electronic Arts,1040,1.72,1.61,0.03,0.0,0.08
Star Ocean: Till The End of Time,PS2,2003.0,Role-Playing,Ubisoft,1041,1.72,0.8,0.21,0.55,0.15
The Sims 3: Late Night Expansion Pack,PC,2010.0,Simulation,Electronic Arts,1042,1.71,0.59,0.87,0.0,0.25
Game Party 3,Wii,2009.0,Puzzle,Warner Bros. Interactive Entertainment,1043,1.71,1.43,0.16,0.0,0.12
Toy Story 2: Buzz Lightyear to the Rescue!,PS,1998.0,Platform,Activision,1044,1.71,0.99,0.64,0.0,0.08
Deal or No Deal,DS,2007.0,Misc,Mindscape,1045,1.71,1.15,0.41,0.0,0.15
Ace Combat 5: The Unsung War,PS2,2004.0,Simulation,Sony Computer Entertainment Europe,1046,1.71,0.88,0.34,0.32,0.18
Need for Speed Underground,XB,2003.0,Racing,Electronic Arts,1047,1.71,1.09,0.55,0.0,0.07
Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,DS,2006.0,Misc,Nintendo,1048,1.71,0.0,0.0,1.71,0.0
Tetris Worlds,GBA,2001.0,Puzzle,THQ,1049,1.71,1.25,0.39,0.0,0.06
Cabela's Big Game Hunter 2010,Wii,2009.0,Sports,Activision Value,1050,1.7,1.58,0.0,0.0,0.12
The Crew,PS4,2014.0,Racing,Ubisoft,1051,1.7,0.34,1.08,0.03,0.26
FIFA Soccer 10,PS2,2009.0,Sports,Electronic Arts,1052,1.7,0.23,0.24,0.0,1.23
We Ski,Wii,2008.0,Sports,Namco Bandai Games,1053,1.7,0.99,0.42,0.14,0.15
Personal Trainer: Math,DS,2007.0,Puzzle,Nintendo,1054,1.7,0.49,1.12,0.0,0.09
Kirby's Return to Dreamland,Wii,2011.0,Platform,Nintendo,1055,1.7,0.62,0.21,0.79,0.08
Super Puyo Puyo,SNES,1993.0,Puzzle,Banpresto,1056,1.7,0.0,0.0,1.69,0.01
Ben 10: Protector of Earth,DS,2007.0,Action,D3Publisher,1057,1.7,0.69,0.83,0.0,0.19
NCAA Football 07,PS2,2006.0,Sports,Electronic Arts,1058,1.7,1.41,0.05,0.0,0.23
SOCOM 3: U.S. Navy SEALs,PS2,2005.0,Shooter,Sony Computer Entertainment,1059,1.69,1.22,0.34,0.04,0.1
NBA 2K15,XOne,2014.0,Sports,Take-Two Interactive,1060,1.69,1.36,0.18,0.0,0.15
Saints Row 2,PS3,2008.0,Action,THQ,1061,1.69,0.88,0.54,0.02,0.25
Saints Row IV,X360,2013.0,Action,Deep Silver,1062,1.69,1.01,0.53,0.01,0.14
Jampack Winter '99,PS,1999.0,Misc,Sony Computer Entertainment,1063,1.69,0.94,0.64,0.0,0.11
Dragon Age: Origins,PS3,2009.0,Role-Playing,Electronic Arts,1064,1.69,0.96,0.44,0.08,0.22
FIFA 16,X360,2015.0,Sports,Electronic Arts,1065,1.69,0.55,1.01,0.0,0.13
WCW vs. nWo: World Tour,N64,1997.0,Fighting,THQ,1066,1.69,1.37,0.28,0.03,0.02
WCW/NWO Thunder,PS,1998.0,Fighting,THQ,1067,1.69,1.1,0.48,0.04,0.07
Harry Potter and the Sorcerer's Stone,GBA,2001.0,Action,Electronic Arts,1068,1.69,0.87,0.66,0.08,0.08
Need For Speed: Undercover,X360,2008.0,Racing,Electronic Arts,1069,1.69,0.79,0.71,0.01,0.18
Dragon Ball Z: The Legacy of Goku,GBA,2002.0,Role-Playing,Infogrames,1070,1.69,1.52,0.12,0.0,0.05
Sid Meier's Civilization V,PC,2010.0,Strategy,Take-Two Interactive,1071,1.69,0.98,0.52,0.0,0.19
Resident Evil 4,GC,2005.0,Action,Capcom,1072,1.69,0.98,0.42,0.22,0.06
Call of Duty Black Ops: Declassified,PSV,2012.0,Action,Activision,1073,1.69,0.8,0.52,0.07,0.3
Star Wars Battlefront: Renegade Squadron,PSP,2007.0,Shooter,LucasArts,1074,1.68,0.9,0.47,0.0,0.32
World Championship Poker: Featuring Howard Lederer - All In,PS2,2006.0,Misc,Oxygen Interactive,1075,1.68,0.82,0.64,0.0,0.22
NFL GameDay 98,PS,1997.0,Sports,Sony Computer Entertainment,1076,1.68,1.58,0.06,0.0,0.04
LEGO Batman 2: DC Super Heroes,X360,2012.0,Action,Warner Bros. Interactive Entertainment,1077,1.68,0.9,0.64,0.0,0.15
Yoshi's Cookie,GB,1992.0,Puzzle,Nintendo,1078,1.68,0.59,0.24,0.82,0.03
Time Crisis,PS,1997.0,Shooter,Namco Bandai Games,1079,1.68,0.38,0.87,0.33,0.1
The Sims: Superstar,PC,2003.0,Simulation,Electronic Arts,1080,1.68,1.67,0.0,0.0,0.0
Star Wars The Clone Wars: Lightsaber Duels,Wii,2008.0,Action,LucasArts,1081,1.68,1.23,0.3,0.0,0.14
MySims,Wii,2007.0,Simulation,Electronic Arts,1082,1.68,0.91,0.55,0.04,0.17
Metroid Fusion,GBA,2002.0,Action,Nintendo,1083,1.68,1.18,0.27,0.17,0.06
Shaun White Snowboarding: Road Trip,Wii,2008.0,Sports,Ubisoft,1084,1.67,0.94,0.57,0.0,0.17
